"prob_gron","prob_todd","prob_epcon","prob_u.asam","prob_u.dr"
0.33,0.1,0,0,0
3.46,11.06,0.74,0,0
3.32,14.11,0.01,0,0
0,0,0,0,0
2.88,13.2,0,0,0
0.89,0,0,0,0
1.23,0.01,0,0,0
2.43,8.89,0.22,0,0
0.84,0,0,0,0
14.28,27.5,8.11,0.03,0.13
3.58,12.58,0.06,0,0
10.3,26.03,3.76,0.01,0.04
1.46,2.28,0,0,0
3.46,18.98,0,0,0
4.23,20.38,0,0,0
0.78,0.89,0,0,0
0.05,0,0,0,0
0,0,0,0,0
1.69,3.65,0.01,0,0
1.55,3.91,0.25,0,0
0,0,0,0,0
0.97,0.2,0,0,0
0.2,0.04,0,0,0
1.06,2.04,0,0,0
16.2,25.24,11.72,0.6,0.58
3.47,7.31,1.48,0.01,0
0.61,1.27,0,0,0
3.12,10.34,0.05,0,0
6.2,18.89,0.94,0,0
0,0,0,0,0
0.03,0.01,0,0,0
0.87,0.3,0,0,0
0,0,0,0,0
6.68,14.88,3.56,0.05,0.03
2.93,13.6,0,0,0
4.24,20.14,0,0,0
1.21,0,0,0,0
1.04,0.35,0,0,0
3.04,11.48,0,0,0
12.53,34.7,3.58,0,0
0.52,0.18,0,0,0
0.6,1.47,0.06,0,0
1.02,0.49,0,0,0
8.62,18.83,4.94,0.06,0.03
4.65,10.19,1.95,0,0.04
8.06,21.4,2.9,0,0.02
10.46,39.66,0.27,0,0
8.27,25.55,1.64,0,0
0,0,0,0,0
0.07,0,0,0,0
4.33,17.06,0.19,0,0
0.63,1.22,0,0,0
0.87,0,0,0,0
2.49,16.31,0,0,0
1.24,0.47,0,0,0
31.25,51.75,22.65,0.32,0.25
3.41,9.24,1.01,0,0
0,0,0,0,0
2.78,8.4,0.25,0,0
7.21,28.42,0.48,0,0
2.68,9.05,0,0,0
2.77,6.26,1.21,0.02,0.05
0,0,0,0,0
1.53,0.69,0,0,0
0.01,0,0,0,0
0.68,0.72,0,0,0
0,0,0,0,0
4.61,19.74,0,0,0
1.05,0,0,0,0
0.7,0,0,0,0
1.22,0.74,0,0,0
1.6,3.31,0,0,0
1.14,1.9,0,0,0
0,0,0,0,0
11.92,23,6.51,0.06,0.09
1.1,1.63,0,0,0
5.82,16.98,1.41,0,0
1.06,0,0,0,0
0,0,0,0,0
2.64,12.61,0,0,0
6.13,18.39,1.74,0.01,0.04
0.96,0,0,0,0
18.53,36.03,11.07,0.05,0.07
3.47,12.97,0.33,0,0
0,0,0,0,0
0.02,0,0,0,0
0,0,0,0,0
19.14,33.9,12.85,0.17,0.19
0.84,0,0,0,0
0.79,0,0,0,0
0.78,2.25,0.06,0,0
7.32,22.75,1.45,0,0.01
16.86,42.77,7.16,0,0.02
0.14,0.05,0,0,0
1.81,4.8,0.07,0,0
0,0,0,0,0
1.08,0,0,0,0
5.27,17.85,0.61,0,0
1.09,0.16,0,0,0
0.04,0,0,0,0
2.16,5.12,0.81,0,0.01
27.66,57.85,13.53,0,0.02
0.09,0,0,0,0
0.45,0.88,0,0,0
0,0,0,0,0
1.53,3.59,0.14,0,0
2.42,7,0.32,0,0
1.04,0,0,0,0
8.08,17.86,3.95,0,0.01
0.33,0.05,0,0,0
6.73,28.67,0.24,0,0.01
3.46,13.13,0,0,0
0,0,0,0,0
0,0,0,0,0
1.53,4.74,0.04,0,0
0.33,0.42,0,0,0
0.72,0.19,0,0,0
13,42.09,0.61,0,0
1.81,0,0,0,0
1.48,3.63,0.44,0,0
0.17,0,0,0,0
0.44,0.81,0.01,0,0
1.13,2.17,0,0,0
0.33,0.79,0.01,0,0
6.67,30.74,0.01,0,0
0.14,0,0,0,0
23.82,52.84,11.42,0,0.02
1.68,0.78,0,0,0
1.12,0.04,0,0,0
0.07,0,0,0,0
1.55,4.16,0.35,0,0
1.64,4.44,0,0,0
0.34,0.02,0,0,0
0.44,0,0,0,0
3.45,15.72,0.01,0,0
0.54,0.94,0.02,0,0
8.14,19.62,3.32,0.07,0.02
11.54,33.47,3.88,0,0.01
3.88,19.5,0,0,0
1.48,1.97,0,0,0
0.07,0.11,0,0,0
3.14,10.32,0.19,0,0
1.67,1.83,0,0,0
0.6,1.32,0.06,0,0
7.9,21.86,1.94,0,0
1.5,4.27,0.32,0,0.01
23.98,54.49,12.05,0.05,0.13
0,0,0,0,0
1.45,3.81,0.03,0,0
0.16,0,0,0,0
0.05,0,0,0,0
3.36,12.96,0.07,0,0
24.95,56.45,8.66,0,0
0.31,0.03,0,0,0
0.64,1.3,0,0,0
0.16,0.01,0,0,0
3.38,9.89,0.51,0,0
0.69,0.02,0,0,0
3.6,9.83,0.4,0,0
0.61,0.56,0,0,0
0.41,0.99,0,0,0
0.88,2.14,0.01,0,0
2.04,6.43,0.01,0,0
0.1,0.19,0,0,0
0.22,0.26,0,0,0
2.93,13.33,0,0,0
1.28,0.13,0,0,0
0.45,0,0,0,0
1.55,2.87,0,0,0
0.97,1.14,0,0,0
0.92,1.35,0,0,0
1.46,2.93,0,0,0
0,0,0,0,0
58.07,81.32,50.61,0.3,0.6
0.94,0.04,0,0,0
10.85,18.48,7.1,0.24,0.26
0.04,0,0,0,0
1.35,4.04,0.18,0,0
0,0,0,0,0
13.29,32.28,5.88,0.01,0
0.06,0.05,0,0,0
1.07,0,0,0,0
0,0,0,0,0
3.22,14.51,0,0,0
3.07,9.36,0.23,0,0
8.17,21.28,2.67,0,0.01
0,0,0,0,0
0.56,0.92,0.01,0,0
1.06,0,0,0,0
8.77,33.19,0.88,0,0
1.11,0,0,0,0
1.91,5.07,0,0,0
0.83,0,0,0,0
2.53,6.45,0.82,0,0
25.65,57.59,9.08,0,0.01
0.77,1.09,0.01,0,0
0.41,0.72,0.01,0,0
11.6,25.64,6.3,0.04,0.04
9.46,29.94,1.86,0,0
8.54,30.06,1.33,0,0
10.97,26.73,5.07,0.02,0.03
7.14,23.36,1.24,0,0
4.24,10.27,1.35,0,0
20.14,31.87,15.15,0.89,0.79
3.14,8.1,0.22,0,0
0,0,0,0,0
2.46,6.86,0.01,0,0
1.77,5.5,0.03,0,0
4.04,12.24,0.71,0,0
0.02,0,0,0,0
0.87,1.96,0,0,0
1.24,0.01,0,0,0
15.68,46.37,1.75,0,0.01
0,0,0,0,0
0,0,0,0,0
6.46,27.86,0,0,0
11.25,24.05,5.57,0.09,0.1
1.15,0.37,0,0,0
0.76,0.05,0,0,0
3.96,12.84,0.35,0,0
26.3,41.18,19.25,0.35,0.48
2.65,9.56,0,0,0
4.05,10.88,1.17,0,0.01
0,0,0,0,0
13.87,43.17,0.76,0,0
0.88,1.98,0.1,0,0
1.02,0,0,0,0
4.29,10.7,1.01,0,0
0.77,0,0,0,0
1.01,0.21,0,0,0
0.24,0.04,0,0,0
1.27,1.14,0,0,0
3.32,13.24,0,0,0
9.83,18.92,5.65,0.18,0.23
4.34,13.41,0.58,0,0
1.54,1.29,0,0,0
0,0,0,0,0
6.4,26.92,0.1,0,0
17.84,44.21,6.49,0,0
2.8,9.59,0.13,0,0
1.1,0.94,0,0,0
0.95,0.95,0,0,0
1.25,0,0,0,0
1.97,4.82,0.43,0,0
0.81,0,0,0,0
0.68,1.53,0.01,0,0
0.18,0.01,0,0,0
0.03,0,0,0,0
1.69,1.15,0,0,0
8.15,34.1,0.22,0,0
6.22,23,0.28,0,0
32.59,50.17,24.35,0.69,0.82
0.17,0.29,0,0,0
5.73,18.25,0.57,0,0
1.06,0,0,0,0
7.11,26.66,0.28,0,0
1.24,3.29,0.07,0,0
5.85,21.85,0.42,0,0
4.24,13.96,0.42,0,0
2.06,4.57,0.22,0,0.01
0.57,0,0,0,0
7.83,34.43,0.03,0,0
2.18,6.4,0.09,0,0
6.3,18.56,1.73,0,0
2.99,8.03,0.7,0,0
0.98,0.29,0,0,0
1.48,2.93,0,0,0
9.77,23.53,3.93,0,0
22.19,47.88,11.06,0,0.04
3.86,9.97,0.73,0,0
1.1,2.17,0.02,0,0
15.61,46.93,1.27,0,0
16.08,45.33,4.42,0,0.02
0.09,0.01,0,0,0
3.6,19.6,0,0,0
14.34,42.27,0.65,0,0
0.66,0.28,0,0,0
0.22,0.38,0,0,0
1.41,3.74,0.39,0,0
1.27,2.96,0.04,0,0
2.07,6.06,0,0,0
2.08,6.03,0,0,0
1.09,2.96,0.35,0,0
2.36,5.1,0.45,0,0
4.16,13.93,0.28,0,0
1.88,5.98,0.2,0,0
11.26,41.47,0.16,0,0
9.17,32.34,0.93,0,0
11.95,32.92,4.18,0.02,0
8.49,33.53,0.13,0,0.01
5.51,15.47,1.16,0,0.01
1.09,1.68,0,0,0
4.38,12.72,0.44,0,0
1.2,0,0,0,0
0.52,0.94,0,0,0
4.06,22.4,0,0,0
1.1,1.03,0,0,0
1.8,3.95,0.19,0,0
19.65,36.16,12.67,0.18,0.16
0,0,0,0,0
1.66,2.68,0,0,0
0.09,0,0,0,0
2.4,6.59,0.01,0,0
3.15,7.42,0.9,0,0.01
11.36,33.7,2.9,0,0
0.1,0.08,0,0,0
0.27,0.25,0,0,0
5.4,17.49,0.86,0,0
1.38,3.36,0,0,0
1.57,2.13,0,0,0
1.65,4.29,0,0,0
52.08,72.08,41.92,0.08,0.15
0.76,0.01,0,0,0
34.61,63.49,21.81,0,0
0.68,1.63,0.09,0,0
0.12,0,0,0,0
0.18,0.21,0,0,0
21.56,50.53,9.99,0,0.01
5.2,14.84,1.57,0,0
3.98,16.33,0.02,0,0
0.79,2.32,0.2,0,0
2.49,6.36,0.7,0,0
1.04,2.14,0,0,0
7.17,32.04,0.03,0,0
2.16,5.13,0.72,0,0
1.24,0.52,0,0,0
1.48,4.22,0.02,0,0
2.93,8.11,0.2,0,0
31.87,60.76,16.93,0,0.03
0.71,0.56,0,0,0
11.58,38.15,1.93,0,0
1.56,4.57,0.01,0,0
0.42,0.03,0,0,0
4.28,20.83,0,0,0
1.63,0.7,0,0,0
1.02,2.74,0.26,0,0
7.16,26.52,0.22,0,0
0.19,0.26,0,0,0
1.61,4.75,0.51,0,0
0.46,0.02,0,0,0
2.38,6.31,0.68,0,0.01
2.15,6.42,0.03,0,0
1.9,5.24,0.16,0,0
11.08,22.1,6.17,0.08,0.08
1.11,0.19,0,0,0
0.77,1.22,0.01,0,0
0.93,1.94,0,0,0
0.91,1.16,0,0,0
26.66,56.58,11.52,0,0
2.39,6.14,0.49,0,0
5.45,16.1,1.2,0,0.01
14.05,27.62,8.43,0.21,0.21
1.55,3.08,0,0,0
1.63,4.33,0.04,0,0
4.81,13.48,0.92,0,0.01
5.94,12.77,2.69,0.06,0.05
1.89,4.71,0,0,0
2.64,7.67,0.64,0,0
1.86,5.21,0.49,0,0
0,0,0,0,0
0.81,2.47,0.2,0,0
0,0,0,0,0
0.07,0,0,0,0
0.95,0,0,0,0
0,0,0,0,0
14.98,29.28,9.33,0.21,0.29
0.85,0.18,0,0,0
0,0,0,0,0
4.4,20.5,0,0,0
8.52,40.18,0,0,0
24.92,44.83,15.96,0.24,0.34
7.18,27.48,0.63,0,0
8.04,28.35,0.74,0,0
1.16,1.99,0.01,0,0
2.64,10.27,0,0,0
38.97,63.47,28.6,0.06,0.11
1.36,2.24,0,0,0
4.91,16.47,0.53,0,0
0.26,0.2,0,0,0
8.06,19.17,3.23,0.01,0.03
0,0,0,0,0
10.84,26.03,4.06,0,0
20.89,40.37,12.5,0.05,0.03
13.38,25.39,8.22,0.19,0.17
0,0,0,0,0
1.02,2.55,0.08,0,0
0.87,1.72,0.01,0,0
0.03,0.01,0,0,0
11.11,40.87,0.16,0,0
0.36,0,0,0,0
6.42,17.17,2.63,0,0.02
0.99,0.29,0,0,0
0.33,0,0,0,0
6.15,32.51,0,0,0
1.58,4.46,0.37,0,0
20.01,36.57,13.28,0.51,0.54
0.75,0,0,0,0
23.38,54.76,8.62,0,0.01
0.64,1.69,0.02,0,0
55.32,78.73,47.62,0,0.01
28.15,43.81,21.27,0.91,1
1.94,6.52,0.01,0,0
0.9,1.57,0.03,0,0
0,0,0,0,0
1,0,0,0,0
3.06,10.35,0.07,0,0
4.93,23.63,0,0,0
0.27,0.23,0,0,0
0.73,0.4,0,0,0
0.7,0.01,0,0,0
1.65,3.65,0,0,0
0,0,0,0,0
0,0,0,0,0
4.9,17.68,0.25,0,0
7.39,17.72,3.55,0.01,0
1.68,3.66,0,0,0
1.99,5.47,0.44,0,0
0.04,0.04,0,0,0
2.1,5.29,0.04,0,0
0.4,0.14,0,0,0
0.68,0.16,0,0,0
11.32,40.02,0.36,0,0
15.5,46.5,1.15,0,0.01
6.68,14.57,3.18,0.01,0.02
0.66,0,0,0,0
0.96,0,0,0,0
13.47,42.48,2.35,0,0
7.46,36.55,0,0,0
1.87,5.9,0.07,0,0
0.13,0.01,0,0,0
1.78,3.83,0,0,0
1.69,2.92,0,0,0
1.4,1.13,0,0,0
1.07,0.4,0,0,0
10.43,29.17,4.08,0,0
3.89,13.02,0.42,0,0
1.07,0,0,0,0
1.52,0.51,0,0,0
7.03,26.15,0.56,0,0
3.26,14.68,0,0,0
0.22,0.06,0,0,0
12.51,27.92,6.18,0.01,0.06
1.23,1.5,0,0,0
0.42,0.81,0,0,0
5.48,10.45,2.58,0.01,0.02
0.07,0,0,0,0
0.9,0.04,0,0,0
11.24,21.4,7.25,0.15,0.14
1.91,5.41,0.12,0,0
1.19,0.02,0,0,0
1.1,0.31,0,0,0
2.28,5.76,0.52,0,0
11.04,25.7,5.66,0.01,0.01
1.35,3.07,0.03,0,0
1.11,0,0,0,0
9.24,24.84,3.06,0,0
10.72,25.46,4.21,0.03,0.01
23.53,53.3,10.48,0,0.01
2.99,12.96,0,0,0
4.03,12.98,0.51,0,0
3.73,9.56,1.01,0,0.01
0.89,0,0,0,0
9.18,30.09,1.61,0,0
0.98,0,0,0,0
1.21,0,0,0,0
6.68,31.01,0,0,0
2.67,7.28,0.54,0,0
2.72,6.75,0.85,0,0
0,0,0,0,0
3.15,11.55,0.13,0,0
1.1,2.93,0.05,0,0
4.39,20.79,0.02,0,0
2.38,8.27,0.04,0,0
0,0,0,0,0
0.25,0.43,0.01,0,0
0,0,0,0,0
0.64,0,0,0,0
39.76,63.39,29.11,0.02,0.14
11.52,34.13,3.15,0,0
1.68,4.52,0,0,0
9.76,22.48,5,0,0
1.18,0,0,0,0
0.05,0,0,0,0
0.96,2.06,0.02,0,0
0.14,0,0,0,0
0.18,0.23,0,0,0
0.91,0.03,0,0,0
0.17,0.19,0,0,0
43.93,63.91,34.52,0.58,0.75
27.62,39.22,21.22,2.29,1.92
7.11,20.71,1.33,0,0
7.68,29.62,0.53,0,0
1.99,5.11,0.07,0,0
8.27,36.83,0.02,0,0
2.72,9.02,0.44,0,0
0.75,1.74,0.06,0,0
1.66,2.28,0,0,0
4.4,19.66,0,0,0
3.78,12.82,0.69,0,0
6.32,39.86,0,0,0
30.68,47.05,23.41,0.59,0.65
0.17,0,0,0,0
56.54,80.13,49.59,0,0.06
15.17,23.51,11.62,1.27,1.06
2.95,7.49,1.12,0,0
1.05,0.17,0,0,0
1.24,0,0,0,0
0,0,0,0,0
2.25,6.46,0,0,0
1.67,0.15,0,0,0
1.23,0.21,0,0,0
2.98,8.39,0.56,0,0
11.76,20.56,6.75,0.26,0.29
1.79,4.55,0.16,0,0
8.63,22.09,3.38,0.01,0.01
0.31,0.06,0,0,0
1.01,0,0,0,0
1.81,4.3,0.2,0,0
4.41,14.13,0.84,0,0
0,0,0,0,0
13.71,43.45,1.83,0,0.01
29.24,60.24,11.07,0,0.01
1.1,1.04,0,0,0
0.55,0.05,0,0,0
0.04,0,0,0,0
5.8,22.15,0.31,0,0
5.16,16.72,0.95,0,0
3.62,9.3,1.06,0,0
1.9,4.29,0.66,0,0
1.26,0,0,0,0
1.15,2.25,0,0,0
0,0,0,0,0
1.2,0,0,0,0
7.77,15.98,3.9,0.01,0.02
0.01,0,0,0,0
1.6,4.37,0.03,0,0
1.16,0,0,0,0
2.62,12.61,0,0,0
3.54,10.86,0.37,0,0.01
0,0,0,0,0
0.52,0.81,0,0,0
1.45,3.95,0.36,0,0.01
20.45,36.56,13.55,0.54,0.52
4.84,11.31,2.21,0.02,0.02
1.28,1.74,0,0,0
9.14,20.73,4.49,0.01,0
1.18,0,0,0,0
0.87,2.09,0.14,0,0
0.76,0.85,0,0,0
32.08,58.47,21.79,0.01,0.1
6.67,21.2,1.78,0,0
25.3,53.51,13.23,0.02,0.06
9.08,17.62,4.83,0.1,0.09
3.69,15.07,0.03,0,0
0.01,0,0,0,0
0,0,0,0,0
29.91,57.09,18.63,0.02,0.03
61.2,75.25,53.09,2.62,2.37
42.6,61.26,32.91,0.56,0.56
0,0,0,0,0
0,0,0,0,0
5.35,16.74,0.89,0,0
5.17,17.56,0.8,0,0
0.04,0,0,0,0
3.4,16.6,0,0,0
23.39,56.05,6.86,0,0
0.6,1.09,0.09,0,0
0.91,1.35,0,0,0
6.38,23.35,0.27,0,0
1.19,0,0,0,0
1.22,1.14,0,0,0
20.8,43.77,11.21,0.03,0.07
2.01,5.06,0.14,0,0
0.07,0,0,0,0
0,0,0,0,0
0.09,0,0,0,0
2.51,8.3,0,0,0
7.69,19.3,3.53,0.04,0.03
1.5,3.61,0,0,0
9.71,21.42,4.9,0.03,0.03
0.92,2.08,0.12,0,0
0,0,0,0,0
2.79,8.62,0.04,0,0
3.11,8.3,0.62,0,0
4.16,19.42,0,0,0
0.01,0,0,0,0
7,34.91,0,0,0
1.2,2.61,0.11,0,0
0.09,0,0,0,0
0.56,0,0,0,0
2.24,6.24,0.09,0,0
8.76,39.72,0,0,0
12.58,40.61,1.02,0,0
6.81,25.92,0.15,0,0
18.32,51.44,2.61,0,0
0.48,0.92,0,0,0
0,0,0,0,0
15.54,43.36,3.48,0,0.01
0,0,0,0,0
4.15,13.58,0.77,0,0
0.5,0.04,0,0,0
5.82,12.37,2.5,0,0.02
3.57,12.93,0.07,0,0
19.34,59.97,1.96,0,0
69.45,82.98,61.54,3.45,3
6.31,27.09,0.05,0,0
0.43,0.81,0,0,0
2.56,6.87,0.8,0.02,0.02
0.57,1.19,0,0,0
1.97,7.24,0.01,0,0
0.24,0.36,0,0,0
3.95,9.48,1.18,0,0.01
1.88,4.37,0,0,0
1.33,3.6,0.03,0,0
11.25,37.46,1.05,0,0
8.5,17.4,4.46,0.04,0.05
0.24,0.46,0.03,0,0
0.17,0.02,0,0,0
18.51,41.64,9.63,0.03,0
0.01,0,0,0,0
4.35,14.93,0.44,0,0
2.33,6.99,0.04,0,0
0,0,0,0,0
2.29,6.92,0,0,0
1.07,0,0,0,0
0.68,1.21,0.18,0,0
0.35,0.12,0,0,0
0.05,0.04,0,0,0
0.5,0.76,0,0,0
2.2,9.11,0,0,0
1.06,0.29,0,0,0
1.15,0,0,0,0
1.2,0,0,0,0
4.55,14.21,0.59,0,0
12.31,22.53,7.72,0.24,0.14
1.01,2.23,0.08,0,0
3.64,19.55,0,0,0
8.17,30.26,0.5,0,0
1.02,0,0,0,0
0.63,0,0,0,0
1.53,1.94,0,0,0
0.4,0.01,0,0,0
0,0,0,0,0
5.93,13.08,3.22,0.04,0.03
0.61,0.57,0,0,0
3.28,8.5,0.85,0,0
4.11,16.82,0.06,0,0
3.04,13.44,0,0,0
2.34,8.53,0,0,0
1.87,4.35,0,0,0
0,0,0,0,0
0.09,0.04,0,0,0
0.04,0,0,0,0
1.25,3.12,0.03,0,0
1.11,0.05,0,0,0
2.7,8.47,0.17,0,0
0.8,0,0,0,0
0.03,0,0,0,0
0.17,0.05,0,0,0
0.11,0,0,0,0
8.78,21.63,3.71,0,0
2.86,10.88,0.06,0,0
1.03,0,0,0,0
4.63,13.56,0.76,0,0
4.36,14.08,0.64,0,0
0,0,0,0,0
0.28,0.01,0,0,0
0.5,0.08,0,0,0
3.72,17.02,0,0,0
42.81,64.52,32.37,0.11,0.19
0.79,1.53,0.05,0,0
1.84,4.64,0.22,0,0
5.93,24.06,0.06,0,0
0.69,1.71,0,0,0
8.71,29.84,0.88,0,0
0.81,1.21,0,0,0
7.9,22.46,2.21,0,0
5.92,14.87,1.94,0.01,0.02
1.58,0.97,0,0,0
2.09,6.17,0,0,0
8.96,34.46,0.78,0,0
22.15,40.46,14.2,0.12,0.11
0,0,0,0,0
0,0,0,0,0
0.1,0,0,0,0
1.12,2.3,0.05,0,0
6.03,19.72,0.7,0,0
2.6,6.58,0.58,0,0
4.9,14.7,0.87,0,0
1.93,4.47,0.1,0,0
1.55,1.47,0,0,0
0.96,0.72,0,0,0
0.14,0,0,0,0
9.44,24.56,3.62,0.01,0
1.21,0,0,0,0
2.49,7.83,0.09,0,0
23.13,47.29,12.87,0.02,0.02
0.36,0.08,0,0,0
2.23,5.86,0,0,0
0,0,0,0,0
0,0,0,0,0
0.94,1.12,0,0,0
0.11,0.04,0,0,0
3.77,14.72,0.04,0,0
4.9,14.53,1.17,0,0
6.67,16.96,2.44,0,0
0.4,1,0.04,0,0
1.22,2.9,0.01,0,0
0,0,0,0,0
1.68,4.17,0.65,0.01,0.01
1.85,4.3,0,0,0
4.79,18.18,0.31,0,0
3.64,11.55,0.23,0,0
2.42,6.28,0.72,0,0
1.07,0,0,0,0
1.46,1.73,0,0,0
6.5,27.57,0.05,0,0
19.16,38.02,11.77,0.14,0.22
0.21,0.42,0,0,0
13.32,22.12,8.5,0.27,0.29
0.28,0.19,0,0,0
0.53,0.44,0,0,0
1.07,2.59,0,0,0
23.74,35.83,18.16,1.62,1.42
6.23,20.68,0.59,0,0
0,0,0,0,0
9.68,21.35,4.9,0,0.04
0.03,0,0,0,0
1.23,1.16,0,0,0
0.46,0.04,0,0,0
6.79,21.33,1.09,0,0
1.7,4.84,0,0,0
1.34,3.34,0.09,0,0
5.63,17.33,1.25,0,0.02
2.12,6.55,0,0,0
2.71,6.41,1.04,0.01,0.02
12.31,40.54,0.07,0,0
8.17,33.56,0.1,0,0
13.9,28.54,7.94,0.03,0.08
0.68,1.48,0,0,0
59.39,82.12,52.84,0,0.01
0.96,1.04,0,0,0
1.69,3.72,0.5,0,0
0.49,1.17,0.02,0,0
0.37,0,0,0,0
23.79,42.79,16.39,0.22,0.27
0,0,0,0,0
16.74,24.61,12.78,1.59,1.22
0.41,0.77,0,0,0
1.05,0.46,0,0,0
1.04,0,0,0,0
1.2,0.32,0,0,0
1.03,1.77,0,0,0
5.25,20.64,0.06,0,0
2.89,9.74,0.11,0,0
0.02,0,0,0,0
16.87,38.48,8.47,0.06,0.07
8.86,37.42,0.02,0,0
0.82,0.89,0,0,0
0,0,0,0,0
12.86,28.6,6.37,0.08,0.04
0,0,0,0,0
0.09,0,0,0,0
1.8,4.64,0,0,0
1.22,2.77,0,0,0
0,0,0,0,0
1.19,0.64,0,0,0
6.81,16.72,2.68,0,0.03
12.28,40.14,1.82,0,0
4.47,17.84,0.08,0,0
1.2,0.02,0,0,0
0,0,0,0,0
0.37,0.89,0.01,0,0
2.11,6.26,0,0,0
2.77,8.59,0.11,0,0
0.17,0,0,0,0
1.03,3.2,0.19,0,0
0.81,1.17,0,0,0
1.31,0,0,0,0
0.95,0,0,0,0
1.52,2.89,0,0,0
22.89,40.11,14.92,0.16,0.17
4.66,22.24,0,0,0
21.63,40.83,12.92,0.09,0.14
0,0,0,0,0
2.42,7.86,0,0,0
3.33,11.34,0.21,0,0
3.09,13.37,0,0,0
9.7,15.4,7.08,0.45,0.44
0.13,0,0,0,0
0.38,0,0,0,0
4.82,16.19,0.7,0,0
2.49,15.7,0,0,0
2.2,6.99,0,0,0
0.72,0.33,0,0,0
0.73,1.25,0.02,0,0
10.46,38.91,0.44,0,0
4.38,19.68,0.05,0,0
0.09,0,0,0,0
2.65,8.93,0,0,0
0.11,0.03,0,0,0
4.46,19.7,0,0,0
1.69,3.17,0,0,0
0.72,0,0,0,0
8.79,39.3,0,0,0
0,0,0,0,0
7.06,31.11,0.16,0,0
2.26,6.29,0.01,0,0
9.11,39.27,0,0,0
4.41,21.34,0,0,0
5.72,27.05,0.02,0,0
4.66,12.49,1.46,0.01,0.02
2.33,5.84,0,0,0
1.2,0,0,0,0
8.21,38.63,0,0,0
1.08,0.01,0,0,0
1.29,0,0,0,0
2.67,7.4,0.41,0,0
20.99,43.2,11.43,0.07,0.17
1.01,0,0,0,0
2.21,7.94,0,0,0
13.28,29.24,7.33,0.03,0.03
3.04,8.93,0.23,0,0
0.5,0.09,0,0,0
3.01,8.54,0.39,0,0
1.06,0.02,0,0,0
3.48,11.77,0.46,0,0
0.12,0,0,0,0
5.25,25.96,0,0,0
0.83,2.41,0.05,0,0
3.23,7.29,1.47,0.03,0.04
3.45,12.57,0.22,0,0.01
3.85,19.98,0,0,0
3.46,12.02,0.24,0,0
2.37,7.14,0,0,0
0.73,1.68,0.01,0,0
0.22,0.08,0,0,0
20.86,45.91,10.89,0,0.01
3.85,18.65,0,0,0
4.13,19.81,0,0,0
2.79,10.57,0,0,0
1.07,2.34,0.08,0,0
0.18,0.2,0,0,0
0,0,0,0,0
1.07,0.25,0,0,0
9.3,27.7,2.07,0,0.01
0.14,0.02,0,0,0
6.87,16.86,3.45,0.04,0.03
44.41,74.5,36.67,0,0
0.4,0.39,0,0,0
1.43,3.67,0.03,0,0
0.87,0,0,0,0
1.67,4.34,0.26,0,0
0.02,0,0,0,0
0.16,0,0,0,0
0.7,1.65,0.02,0,0
1.25,0,0,0,0
1.16,2.62,0.03,0,0
5.99,20.93,0.86,0,0
2.39,6.92,0.03,0,0
1.17,0.95,0,0,0
1.87,5.58,0.36,0,0.01
3.01,9.27,0.11,0,0
0.86,0.58,0,0,0
3.91,19.88,0,0,0
1.05,2.98,0.15,0,0
0,0,0,0,0
1.25,0,0,0,0
0.19,0.3,0.01,0,0
1.69,4.05,0.01,0,0
0.31,0.62,0.02,0,0
0.02,0,0,0,0
8.36,29.49,1.09,0,0
16.75,50.66,1.61,0,0
0.15,0,0,0,0
6.01,31.61,0,0,0
0.03,0,0,0,0
1.02,0,0,0,0
1.2,2.38,0.01,0,0
1.34,3.46,0.19,0,0
1.45,3.64,0.02,0,0
0.97,0,0,0,0
6.08,16.1,2.18,0.02,0.03
0.95,0,0,0,0
4.18,17.51,0.03,0,0
3.43,19.16,0,0,0
0.73,1.83,0,0,0
7.51,29.56,0.48,0,0
12.88,42.04,0.39,0,0
3.08,8.25,0.79,0,0
5.6,11.11,3.06,0.1,0.08
2.46,6.69,0.99,0,0
1.95,4.56,0,0,0
32.2,53.47,22.25,0.06,0.19
5.48,20.24,0.27,0,0.01
0.7,0.59,0,0,0
10.97,23.32,6.07,0.01,0.03
26.85,38.61,20.94,1.71,1.41
0.99,0.57,0,0,0
6.14,34.57,0,0,0
3.2,20.01,0,0,0
2.21,20.73,0,0,0
0.4,0.51,0,0,0
3.86,21.01,0,0,0
1,2.79,0.1,0,0
1.72,3.79,0.78,0,0
0.01,0,0,0,0
18.76,36.32,12.09,0.14,0.17
4.66,20.81,0,0,0
9.15,18.27,5.7,0.14,0.14
13.33,29.51,6.28,0.03,0.02
3.55,18.98,0,0,0
2.04,5.67,0,0,0
0.18,0.04,0,0,0
3.65,11.05,0.64,0,0
0.32,0.56,0,0,0
9.19,34.82,0.53,0,0
2.58,9.06,0.16,0,0
1.46,0.1,0,0,0
7.05,17.77,2.67,0,0.01
0.23,0.46,0,0,0
9.46,15.63,6.81,0.37,0.35
1.42,1.43,0,0,0
2.42,10.27,0,0,0
6.92,16.53,2.83,0.02,0.01
0,0,0,0,0
3.29,13.37,0.02,0,0
3.38,19.47,0,0,0
3.46,11.21,0.5,0,0
0,0,0,0,0
1.32,3.4,0,0,0
2.59,9.59,0,0,0
1.16,2.56,0.01,0,0
1.07,0,0,0,0
3.62,19.75,0,0,0
3.52,10.18,0.86,0,0
